,label,title,description
7032,3,Yahoo buys email search co,"Revenues were \$907 million for the third quarter of 2004, a 154 increase compared to \$357 million for the same period of 2003, it says."
7033,1,"Paerson wins giant slalom, Kelly 11th","SOELDEN, Austria (Ticker) - Sweden #39;s Anja Paerson began the season in the same dominating fashion she ended last season - winning the season-opening giant slalom for the first time in six appearances."
7034,1,Younger Brother of TV Personality Allegedly Killed by Boxer," LOS ANGELES (Sports Network) - James ""the Harlem Hammer""  Butler pleaded not guilty Friday to the murder of freelance  sportswriter Sam Kellerman, the younger brother of Fox Sports  Net's television host Max Kellerman."
7035,3,Burial Site Found Near Ancient Olympia,"ATHENS, Greece - Archeologists have discovered ancient graves near Ancient Olympia, the hallowed site where the Olympic games were born in 776 BC, the Culture Ministry said Thursday."
7036,0,Get Your Cheese While It's Hot,"Refrigeration rules clash with old ways, and fresh mozzarella is at risk."
7037,0,New hunt for Pakistan militants,"Pakistani troops in Waziristan begin a new search for Islamic militants, among them a former US detainee."
7038,1,Purdue Tries to End Skid Against Michigan (AP),AP - Michigan's defensive backs have bullied and beaten Purdue's receivers in three straight wins over the Boilermakers. The Boilermakers know that streak will continue Saturday if their high-powered offense struggles again.
7039,1,Barrichello continues his Interlagos mission,Rubens Barrichello continued his domination of the Brazilian Grand Prix weekend by recording a new lap record in pre-qualifying. The Brazilian Ferrari star stopped the clock in just 1:09.
7040,1,Boys from Beantown provide lesson for all,"Decades before I could definitively identify the business end of a golf stick, I was a baseball player. Decades before I could definitively identify the business end of a golf stick, I was a baseball player."
7041,0,French Soldier Threatens to Blow Up Munitions," PARIS (Reuters) - A soldier Sunday threatened to blow up a  site storing about 64 tons of munitions in eastern France,  leading to the evacuation of about 400 inhabitants of three  villages in the Marne region."
7042,1,Nalbandian and Safin reach Madrid final,"Marat Safin played his best tennis in quite some time, beating Andre Agassi 6-3, 7-6 (4) Saturday to advance to the final of the Madrid Masters."
7043,1,Caution! Master Blaster returns to work,"NEW DELHI: Sachin Tendulkar is back. Now, the million dollar question: will his willow bite? All through Tendulkar #39;s 15-year career, he has barely missed five Tests and two of them have been in the current Test series against Australia."
7044,1,Barcelona go ten points clear in La Lega,"Barcelona romped ten points clear of arch-rivals Real Madrid, who travel to Villarreal on Sunday. The victory 4-0 against Malaga, Barca #39;s seventh in seven home games this season."
7045,0,Manager Admits Getting Papers on Opponent (AP),"AP - Two weeks after denying he knew anything about it, the campaign manager for a Democratic congressional candidate has admitted having someone obtain public records on the Republican opponent."
7046,1,NCAA Game Summary - Northwestern at Wisconsin,"Madison, WI (Sports Network) - Anthony Davis ran for 122 yards and two touchdowns to lead No. 6 Wisconsin over Northwestern, 24-12, to celebrate Homecoming weekend at Camp Randall Stadium."
7047,0,Suicide car bombs kill 20 Iraqis,"BAGHDAD/FALLUJA, OCT 23: A suicide car bomb exploded near a US marine base in western Iraq on Saturday, killing 16 Iraqi policemen and wounding up to 40."
7048,2,New record for oil prices,"Oil prices climbed Friday, closing above \$55 a barrel for the first time, on worries that supplies will be stretched thin this winter while demand from China remains solid."
7049,1,"Dorsey, boxer who fought ban on interracial fights, dead at 69","Joseph Dorsey Jr., a boxer who won a 1957 fight against Louisiana #39;s law banning interracial bouts, has died. He was 69. Dorsey died at his New Orleans home on Wednesday, DW Rhodes Funeral Home said."
7050,2,Detroit council approves modified plan creating black business &lt;b&gt;...&lt;/b&gt;,"DETROIT The Detroit City Council has passed a modified version of its controversial plan for a black business district. In doing so, they #39;ve repealed a provision that loans go only to blacks."
7051,0,Marchers demand fair Ukraine poll,Tens of thousands march in a tense Kiev in support for the opposition ahead of next weekend's election.
7052,3,Tools Of The Trade Apple Power Mac G5 Dual 2.5Ghz,"When Apple first launched its G5 computers, some disputed its claim to be the fastest personal computer in world. Faster computers may well be on the market now, but few wield their power "
7053,1,Jayasuriya batters Pakistan,"SRI LANKA, thanks to a double-century of growing ferocity by Sanath Jayasuriya and Dilhara Fernandos four-wicket burst, tightened their grip on the opening Test against Pakistan in Faisalabad."
7054,2,"US textile importers, retailers say no to quota",An association of US textile importers and retailers says it has filed a lawsuit to stop the US Commerce Department from considering import quotas on Chinese products sought by textile manufacturers.
7055,2,Investing: Cutting your  #39;energy tax #39;,"Record-setting natural gas and oil prices are teaming up to create a winter of discontent for many households. With crude oil breaking \$50 a barrel and continuing to climb, it is time to consider how to offset "
7056,1,Lockyer inspires then frightens Australia,"Australia #39;s captain, Darren Lockyer, inspired them to a Tri-Nations victory over New Zealand at the second attempt, but they had to lift their game in the second half at a packed Loftus Road."
7057,1,Cavs Bury Blue Devils,"Alvin Pearman runs for a career-high 223 yards and a touchdown Saturday, and No. 14 Virginia piles up 511 yards of offense in a 37-16 win over Duke."
7058,1,Kite still on top in rainy Sonoma,"Sonoma, CA (Sports Network) - Tom Kite battled heavy rain and cold temperatures on Saturday to shoot an even-par 72 and take the third-round lead of the Champions Tour #39;s season-ending Charles Schwab Cup Championship."
7059,3,"EBay Merchants Trust Their Eyes, and the Bubble Wrap",An estimated half-million people make a full- or part-time living by auctioning everything from macram to Maseratis on the Internet.
7060,2,WHERE THEY STAND ON...: Taxes and the budget,"Won \$1.35 trillion in tax cuts for all income levels in 2001, a \$96-billion stimulus package in 2002 and a \$330-billion package in 2003 -- half of what he sought."
7061,2,Sins of Commissions,"State insurance commissioners and the Securities and Exchange Commission joined an ever-widening probe of the insurance industry. Much of the focus remains on Marsh  amp; McLennan , the world #39;s largest insurance "
7062,2,First Coast Families Invest \$15.7 Million In Nationwide Scheme,"JACKSONVILLE, FL -- In a complaint filed by the Securities and Exchange Commission, Learn Waterhouse #39;s bank scheme promised investors returns of five to 50-percent a month on a minimum investment of \$10,000."
7063,3,NASA Space Station On-Orbit Status 23 October 2004,"All ISS systems continue to function nominally, except those noted previously or below. Day 8 of joint Exp.9/Exp.10 operations. Tonight, Expedition 9 returns to Earth, accompanied by the VC7 guest cosmonaut."
7064,1,Cards Rally from 5-Run Deficit to Tie Game One," BOSTON (Sports Network) - Larry Walker had hits in each of  his first four at-bats, including a homer, helping the St.  Louis Cardinals rally from a five- run deficit to tie the Red  Sox at 7-7 after six innings."
7065,0,"17 dead or missing, hundreds hurt in Japan's deadliest quakes in decade (AFP)","AFP - Japan was on edge after powerful earthquakes left 17 people dead or missing, injured hundreds and derailed a bullet train for the first time in history, within days of the country's worst typhoon in a quarter century."
7066,1,Sports: Red Sox 9 Cardinals 7 after 7 innings,BOSTON Boston has scored twice in the seventh inning to take an 9-to-7 lead over the St. Louis Cardinals in the World Series opener at Fenway Park.
7067,1,Proud Owen Thrilled by Latest Goal,Michael Owens second goal in as many games won over the Real Madrid supporters - justifying the England strikers unwavering belief that he can be a success in Spain.
7068,2,Newmont welcomes release of its executives in Indonesia? (Updated &lt;b&gt;...&lt;/b&gt;,US mining giant Newmont Mining Corp. on Sunday welcomed the release of five of its executives who were detained in Indonesia last month amid claims one of the company #39;s gold mines polluted a bay in central Indonesia.
7069,1,Cardinals Second Baseman Womack Injured (AP),"AP - St. Louis Cardinals second baseman Tony Womack was knocked out of the World Series opener Saturday night by a hard grounder that bounced up and hit him in the left collarbone, leaving him doubled over in pain."
7070,0,Two Palestinians killed in Israeli air raid,"GAZA CITY - Two Islamic Jihad militants died in an Israeli air raid at Khan Younes in the Gaza Strip overnight, hospital officials said Sunday."
7071,2,Ex-cabinet minister caught up in Marsh corruption scandal,"Lord Lang of Monkton, the president of the Board of Trade in the last Conservative government, is under pressure to resign from the board of Marsh  amp; McLennan, the insurance broker accused of corruption."
7072,2,Wal-Mart traffic back above  #39;03 level,"Shopper traffic returned to levels above the previous year, Wal-Mart Stores reported Saturday. Free! Sign up here to receive our Internet Daily e-Newsletter!"
7073,0,Afghan Leader Faces Huge Task After Inauguration,"Hamid Karzai will be sworn in as his country #39;s first elected president Tuesday, facing a huge amount of more work to rebuild a land still traumatized by more than a quarter century of war."
7074,1,Boise St. Broncos,"BOISE, Idaho (Ticker) -- Tyler Jones and Jared Zabransky helped No. 16 Boise State extend some impressive streaks. Jones kicked four field goals and Zabransky ran for a touchdown and threw for another as the "
7075,1,In brief: Han wins another title at Golden Gloves event,"El Paso #39;s Jennifer Han won her fourth national championship at the National Golden Gloves boxing tournament Saturday in Chicago, earning a decision against Jennifer Barber of California in their 125-pound title bout."
7076,1,Florida #39;s latest loss may send Zook packing,"STARKVILLE, Miss. - Was Florida #39;s 38-31 loss Saturday to Mississippi State the final blow to Ron Zook #39;s hopes of remaining as Gators coach?"
7077,0,"Commonwealth urges Pakistan, India to resolve Kashmir issue",Visiting Commonwealth Secretary-General Donald Mckinnon Saturday urged Pakistan and India to resolve the lingering Kashmir issue through talks and appreciated Pakistan #39;s role 
7078,1,Agassi plays Safin in Madrid semi-final,"American Andre Agassi defeated Spaniard Tommy Robredo 6-7, 6-3 and 6-2 for a semifinal clash against Russian Marat Safin at the Madrid Masters tennis tournament on Friday."
7079,0,Foreign Doctors Find Arafat Has Flu -Confidant," JERUSALEM (Reuters) - A second group of foreign doctors has  found that Yasser Arafat, taken ill last week, was suffering  from the flu, an Israeli Arab politician said on Sunday, adding  the Palestinian president was on the mend."
7080,2,Advice for top managers in tricky times: Get real,"Doing things right isn't enough. In today's fast-churning marketplace, business leaders must do the right things right."
7081,1,"Schilling again willing, and hopes he's able","Curt Schilling even wonders himself: What can he do for an encore? After he underwent a radical medical procedure by team physician Bill Morgan, Schilling went out and threw seven sizzling innings in the Sox' 4-2 victory over the Yankees in Game 6 of the American League Championship Series, a performance that has reached mythical status."
7082,1,Gonzalez takes turn as the Playmaker',"SOUTH BEND, Ind. -- Without a doubt, it was the biggest catch of his career."
7083,0,Mexican biologist's attempt to slip into US ends tragically,"SASABE, Mexico -- Mario Alberto Diaz, a biologist nearing completion of his master's degree, crawled under a barbed-wire fence marking the border with the United States one evening this summer. He had 48 hours to go in his illegal trek across the desert."
7084,1,Pallotta's free kick lifts Andover over Notre Dame,"The Andover girls ' soccer team is starting its tournament run early this year. With most of its Merrimack Valley Conference schedule completed, coach Dick Loschi's 14-1 squad viewed yesterday's matchup against Notre Dame of Hingham as step one in the pursuit of a state title. A scoreless deadlock persisted for most of the game, but when junior Emily Pallotta ..."
7085,3,Photo Sites Sharpen Focus,"Internet photo sites are scrambling to exploit the digital camera boom with new products and -- in some cases -- lower prices. &lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Leslie Walker&lt;/B&gt;&lt;/FONT&gt;"
7086,1,Wolfpack fails to catch up to speedy Canes,"It was a wild ride and NC State held on for as long as it could, but eventually it reached speeds too high for the Wolfpack, as No."
7087,0,Soyuz spacecraft with three ISS crew on board lands in Kazakhstan (AFP),"AFP - A Russian Soyuz spacecraft bringing back three astronauts from the International Space Station landed in Kazakhstan, Russian space officials announced."
7088,1,Chelsea closes in,Eidur Gudjohnsen scored a hat trick yesterday to help Chelsea beat Blackburn 4-0 in the English Premier League of soccer and close the gap to league-leading Arsenal to two points.
7089,0,Bodies of 49 Iraqi Soldiers Found Shot Dead," BAQUBA, Iraq (Reuters) - The bodies of 49 soldiers of  Iraq's new army have been found shot dead northeast of Baghdad,  police and Iraqi National Guard officers said on Sunday."
7090,3,Ballmer on security,Microsoft has posted the full transcript of CEO Steve Ballmer #39;s appearance yesterday at the Gartner Symposium and ITxpo in Florida.
7091,1,5-0 Jets meet streaking Pats in AFC East showdown,"Matchups like this come along as often as the Red Sox go to the World Series, meaning only a few times every century. The Jets-Patriots showdown today at Gillette Stadium marks only "
7092,1,Badgers able to dig deep,"MADISON, Wis. -- Anthony Davis rushed for two touchdowns and No. 6 Wisconsin beat Northwestern , 24-12, yesterday with star defensive end Erasmus James and his pass-rushing partner Jonathan Welsh on the sideline."
7093,1,Cowboys rally past Missouri,"COLUMBIA, Mo. -- Jason Ricks kicked a 28-yard field goal with 55 seconds left and No. 22 Oklahoma State rallied from a 17-point deficit to beat Missouri, 20-17, yesterday."
7094,0,Sri Lanka beat Pakistan in Faisalabad Test (AFP),AFP - Sri Lanka defeated Pakistan by 201 runs in the first cricket Test here to take a 1-0 lead in the two-match series.
7095,0,Passers-by ignore car crash victims because of Thailand bird flu &lt;b&gt;...&lt;/b&gt;,"BANGKOK : Bird flu fears in Thailand prevented passers-by from helping four people injured in an accident between a drunk-driver and a pick-up truck full of chickens, rescue officials said on Sunday."
7096,3,Robots ready to take over the home,"After being used to explore Mars, make cars and clear bombs in Iraq, robots are moving into the home, ready to single-mindedly vacuum carpets, mow lawns and act like humanoids as industry targets the consumer market."
7097,2,Oil Price Tops \$55; Heating Supply Low,Oil closed above \$55 a barrel yesterday for the first time as traders worried about low stockpiles of heating oil and strong economic growth in China.
7098,1,Sri Lanka beat Pakistan by 201 runs," Cricket-Herath strikes as Pakistan face massive defeat October 24, 2004 07:51:54 FAISALABAD, Pakistan, Oct 24 (Reuters) - Sri Lanka #39;s left-arm spinner Rangana Herath took two wickets in two balls to leave Pakistan facing a huge defeat at lunch on the "
7099,0,EU in Sudan for Darfur talks,"European Union Foreign Policy chief Javier Solana has arrived in Sudan where he is expected to discuss the conflict in Darfur. Solana arrived from Addis Ababa on Saturday , where he had announced that the "
7100,2,Sleep disorders cause concern for overnight shift workers,"DETROIT - Shift-work sleep disorder - a condition that leaves tens of thousands exhausted, unable to concentrate and struggling to get proper rest - is of concern for workers on the overnight shift."
7101,1,UPDATE 1-Tendulkar not fully fit but set for test return,India #39;s leading batsman Sachin Tendulkar conceded on Sunday he was not fully physically fit for Tuesday #39;s third test against Australia but added he was mentally ready for the battle.
7102,0,Falluja insurgents say not holding Hassan,"Insurgent commanders in the Iraqi city of Falluja say they are not holding hostage Margaret Hassan, an aide worker who holds British and Iraqi citizenship, and condemned her kidnapping."
7103,0,State Department Security Officer Killed (AP),"AP - A State Department security officer was killed Sunday near Baghdad airport, U.S. officials said."
7104,0,Tunisians head to polls in national elections,TUNIS : Tunisians head to the polls to cast their ballots in legislative and presidential elections in which the ruling party of long-time President Zine El Abidine Ben Ali is widely tipped to come out victorious.
7105,2,Gulf states must step up monetary union drive - IMF,"JEDDAH: Oil-rich Gulf Arab states need to tackle the growing challenge of unemployment and step up efforts towards their goal of a monetary union, the head of the International Monetary Fund said on Saturday."
7106,1,"Root, root for Red Sox","As hard as it might be for Yankee fans to finally disentangle themselves from Game 7 - it #39;ll be known as just that, Game 7, now and forever - there really are reasons to get out of "
7107,1,Tough Leftwich Ready for Showdown at Indy (AP),"AP - Jacksonville quarterback Byron Leftwich doesn't understand why his teammates and coaches rave about his toughness. Sure, there was the memorable shin injury he played through at Marshall in 2002  #151; when his linemen had to carry him downfield after big gains against Akron. Then there was the bruised shoulder and sprained ankle he played through last weekend against Kansas City."
7108,0,Early results show Karzai victory,Early results from the Afghan election suggest interim president Hamid Karzai has won enough votes for victory.
7109,0,British military enlists first Satanist (Reuters),"Reuters - Britain's Armed Forces have enlisted their first Satanist after a naval technician\serving on a frigate was granted permission to practice his beliefs while at sea, the Ministry of Defence says."
7110,1,Madrid golf,Northern Ireland #39;s Graeme McDowell is hot on the heels of the leaders going into the final round of the Madrid Open today. The Portrush golfer finished just one shot off the lead following a four under par 
7111,3,Non-campus server and computer were vulnerable to hacker,"A non-campus computer and server that were hooked to the campus network without proper security precautions have been linked to a University of California, Berkeley hacker "
7112,0,Karzai claims poll win as rival admits defeat,The main rival of President Hamid Karzai has conceded defeat in Afghanistan #39;s presidential election with less than six per cent of the vote left to be counted.
7113,3,Nintendo Says 'Touching Is Good' in Sexed-Up DS Ads (Reuters),"Reuters - Japanese game maker Nintendo Co. Ltd.\(7974.OS) is sexing up its U.S. advertising to launch the DS\handheld device, promising mature players that the gadget is\not their little brother's Game Boy."
7114,3,Brazil Launches First Test Rocket Since Accident,"Brazil has successfully launched a test rocket, 14 months after a more powerful one exploded before lift-off killing 21 people, Brazilian space officials said on Sunday."
7115,0,Widdecombe horror at navy Satanist,The Royal Navy #39;s decision to officially recognise a non-commissioned officer as a Satanist - allowing him to practise rituals on board ship - was condemned as  quot;utterly shocking quot;.
7116,0,Gatherings Tap Into Japan Marriage Market (AP),AP - Tadashi Saito imagines his son leaving the office and trudging home to a lonely bachelor's apartment  #151; with all the lights out and no hot food on the table  #151; after a long day at work.
7117,3,X-Prize winner says NASA needs another von Braun,The man who pierced the barrier of manned commercial spaceflight thinks the problem with space travel today is not so much technology but drive and inspiration.
7118,0,"Omar escapes bid on life, one killed","Srinagar, October 24: National Conference president Omar Abdullah on Sunday escaped an attempt on his life when militants triggered a powerful blast as he reached a graveyard in Anantnag district to attend a ceremony for slain party leader."
7119,0,Israeli Missile Wounds 2 Gaza Policemen -Medics," GAZA (Reuters) - An Israeli missile fired from a pilotless  aircraft wounded two Palestinian policemen in the southern Gaza  town of Khan Younis on Sunday, witnesses said."
7120,3,SpaceShipOne Guru: NASA Needs a Visionary (AP),"AP - Burt Rutan, an aviator whose SpaceShipOne won the  #36;10 million Ansari X-Prize for making three suborbital space flights, said NASA needs another Wernher von Braun  #151; and chided the space agency for what he called a failed space shuttle program."
7121,2,Gas Average Tops \$2 Per Gallon -Survey," NEW YORK (Reuters) - The average U.S. retail price of  gasoline rose more than 5 cents in the past two weeks to more  than \$2 a gallon, its highest level since June, a leading  industry analyst said on Sunday."
7122,1,"Offence comes alive, Dolphins get 1st win","Jay Fiedler played an efficient game and the Dolphins became the NFL #39;s last team to win, posting a 31-14 victory over the St. Louis Rams."
7123,0,New Greek Orthodox patriarch of Alexandria enthroned (AFP),"AFP - The Greek Orthodox Church's new Patriarch of Alexandria and all Africa, Theodore II, was enthroned in this coastal city in northern Egypt."
7124,1,"Lockyer, Fitzgibbon ruled out",Captain Darren Lockyer and goalkicker Craig Fitzgibbon have been ruled out of Australia #39;s Tri Nations rugby league Test against Great Britain this weekend.
7125,1,Totmianina discharged after suffering concussion,"PITTSBURGH - World champion pairs skater Tatiana Totmianina was discharged from a hospital Sunday after suffering a concussion, but no other serious injuries, in a fall during Saturday night #39;s free skating program at a competition in Pittsburgh."
7126,0,Goodbye Gaza,Ariel Sharon is often presented outside of Israel as simply a belligerent and uncompromising political hawk and thus an obstacle to the Middle East peace process.
7127,0,Killers posed as police,BAQUBA - The 49 homeward-bound Iraqi Army recruits probably took comfort at the sight of policemen at a roadside checkpoint at night.
7128,1,NASCAR: Hendrick plane missing,"A plane carrying members of the Hendrick Motorsports organization was missing Sunday after losing contact with the Federal Aviation Administration on its way to a NASCAR race, and a search was underway for the aircraft."
7129,0,Army cadets massacred by guerrillas,"GUERRILLAS in Iraq killed almost 50 army cadets heading home on leave, ambushing the men on a desert road and making them lie face down on the ground before methodically shooting each one in the back of the head, Iraqi officials said yesterday."
7130,0,"Kerry turns the Bible, terror comments on Bush (AFP)","AFP - Democratic challenger John Kerry turned the Bible against born-again Methodist President George W. Bush, arguing that his policies ran counter to America's moral foundation."
7131,1,Nicholson dies; managed Tottenham in glory days,"LONDON Bill Nicholson, who managed Tottenham Hotspur in its glory days of the 1960s and 70s, died on Saturday after a long illness, family members said."
7132,0,Climber who found frozen mummy dies in Alps,"VIENNA Austrian officials have recovered the body of a missing German climber who won fame when he found a mummified 5,300-year-old human body in the Alps in 1991."
7133,2,TNK-BP nears Russian top spot,"TNK-BP, which represents the biggest foreign investment in Russia, is fast emerging as the country #39;s largest oil producer. Its rise to prominence comes amid increasing state involvement "
7134,1,Trahan Gets First Nationwide Victory (AP),AP - D.J. Trahan shot a bogey-free 6-under 65 on Sunday to capture his first Nationwide Tour victory at the Miccosukee Championship.
7135,0,Rebel militias deny holding British aid worker Hassan,Confusion surrounded the fate of the Iraq aid worker Margaret Hassan last night after main rebel groups denied being involved with her kidnap.
7136,2,EU to trim 2005 growth forecast,"BRUSSELS: The European Commission will revise downwards its 2005 economic growth forecast because of soaring oil prices, Economic and Monetary Affairs Commissioner Joaquin Almunia said on Wednesday."
7137,1,Leader Barcelona beats Osasuna 3-0 in Spanish Primera Liga,Samuel Eto #39;o scored two goals and Ronaldinho added another from the penalty spot Sunday to help Spanish Primera Liga leader FC Barcelona blank Osasuna 3-0 and maintain its five-point lead at the top of the standings.
7138,2,James Hardie #39;s Macdonald Quits Amid Asbestos Probe (Update5),"James Hardie Industries NV, facing aA\$1.2 billion (\$880 million) bill to compensate asbestos victims, said Chief Executive Officer Peter Macdonald quit, a month after an inquiry found he misled investors about the costs."
7139,2,Lihir Gold More Confident FY Output Target To Be Met -2-,"MELBOURNE (Dow Jones)--Papua New Guinea-based miner Lihir Gold Ltd. (LIHRY) on Monday said production of 155,002 ounces of gold for the third quarter exceeded expectations."
7140,2,Divided SEC Likely to Ask Hedge Funds for More Data,A deeply divided Securities and Exchange Commission is expected on Tuesday to approve rules requiring all but the smallest hedge funds to register with the SEC and make their records available for examination.
7141,3,Schwarzenegger Shows Eco-Friendly Hummer (AP),AP - Gov. Arnold Schwarzenegger has introduced an environmentally friendly Hummer  #151; but not the converted hydrogen-powered car he promised voters he would build when he campaigned for office.
7142,2,Stocks open: ASX follows US falls,The Australian sharemarket dropped sharply at the open after Wall Street set the tone on Friday with one of its lowest closes for 2004.
7143,1,Two Miami Linemen Could Be Out for Season (AP),AP - Miami defensive tackle Santonio Thomas and right guard Tyler McMeans both might miss the remainder of the season because of knee injuries.
7144,0,Huge Cache of Explosives Vanished From Site in Iraq,The Iraqi interim government has warned that nearly 380 tons of the world's most powerful conventional explosives are missing from a former military installation.
7145,1,Kansas City Chiefs,"KANSAS CITY, Missouri (Ticker) -- Priest Holmes and the Kansas City Chiefs  #39; physcial offensive line shredded the NFL #39;s top-ranked rushing defense."
7146,3,NASA Puts Hands-Free Linkup to a Test,"Ever since two Gemini spacecraft met up high above Earth in 1965, the US space program has used astronauts for every rendezvous in orbit -- with other spacecraft, satellites, space stations or the Hubble Space Telescope."
7147,3,Brazil has successfully launched its first rocket into space.,The rocket was launched from the Alcantara base in northern Brazil to conduct experiments just outside Earth #39;s atmosphere. The launch Saturday came 14 months after a deadly rocket explosion at the Altcantara 
7148,1,10 killed in crash of US small plane in Virginia,"A small plane en route to a NASCAR race crashed Sunday in southern Virginia, killing all 10 people aboard, officials said. The Beech 200 took off from Concord, North Carolina "
7149,0,Myanmar army strongman to meet Indian premier on 'historic' visit (AFP),"AFP - Myanmar army strongman General Than Shwe was due to meet Indian premier Manmohan Singh, leader of the world's biggest democracy, in New Delhi as the neighbouring nations sought stronger ties."
7150,0,49 army recruits executed in Iraq: Mortar kills US diplomat,"BAQUBA, Oct 24: Rebels killed 49 unarmed army recruits in one of the bloodiest attacks on Iraq #39;s nascent security forces and, in a separate attack on Sunday, killed a US diplomat in a mortar strike near Baghdad airport."
7151,3,PalmOne pushes out Treo update,"New top-of-the-line smart phone has a sharper screen, a faster chip and a removable battery."
7152,0,Six Pitcairn men guilty of rape,"Six of the seven Pitcairn Island men charged with raping and indecently assaulting girls as young as 12 have been found guilty by a British court on the remote South Pacific island, a British official says."
7153,0,"Illinois Democrat Wins Kenyan Hearts, in a Landslide","The people of Nyang'oma, Kenya, are dreaming of good fortune for their remote village should Barack Obama be elevated to high office."
7154,2,"BHP Approves Spence Copper Mine, Iron Ore Expansion (Update1)","BHP Billiton, the world #39;s largest miner, approved the \$990 million Spence Copper Project in northern Chile and a \$575 million expansion of its iron ore operations in Western Australia."
7155,3,RFID cell phones take shape at Nokia,The cell phone maker is working on a phone that uses controversial microchips used to store product information and signal their location.
7156,0,Prison Guards Kept Log of Practices,"The military police soldiers who ran the high-security wing of the prison in Iraq kept an unofficial log of their daily activities, a diary of sorts that documents the conditions during the months that detainees were abused."
7157,1,Titans Report Card,"Quarterback Steve McNair was knocked out of the game early, and the normally reliable Billy Volek struggled. On two of his three interceptions, including the one in the end zone, Volek underthrew his target."
7158,0,Bomb Explodes Near U.S. Convoy in Baghdad (AP),"AP - A roadside bomb exploded Monday near a U.S. military convoy in central Baghdad, causing some casualties, the Iraqi Interior Ministry said."
7159,2,"BHP Approves Spence Copper Mine, Iron Ore Expansion (Update2)","BHP Billiton, the world #39;s biggest miner, approved a total of \$1.5 billion to expand its copper and iron ore output amid increasing global metals demand led by China."
7160,0,"Egypt, Israel in prisoner swap deal:","World News: Cairo, Dec 5 : A convicted Israeli spy will be released by Egypt in exchange for six imprisoned Egyptian students, an Arabic-language TV station reported Sunday."
7161,0,Karzai on course to win Afghanistan election outright,The interim leader Hamid Karzai coasted towards victory in Afghanistan #39;s presidential election yesterday when his share of the vote passed the 50 mark.
7162,0,Lithuanian PM for coalition without Labor party,"VILNIUS, October 25 (Itar-Tass) -- Lithuanian Prime Minister Algirdas Brazauskas said he will be looking for a new coalition in the new parliament but made it clear that any coalition with the Labor Party, led by Russian-born businessman Viktor Uspaskich "
7163,2,James Hardie assures fund of help,James Hardie Industries says it has written to the foundation it set up to compensate asbestos victims reaffirming its willingness to top up the fund.
7164,2,Citigroup to Revamp Japan Operations -WSJ,"Citigroup is to revamp its Japanese private banking unit, creating a local committee to oversee operations, the Wall Street Journal reported."
7165,1,Two to go,No one wants the Red Sox to capture the franchise's first world championship since 1918 more than the players who fell so excruciatingly shy in the four seven-game heartbreakers since that glorious day 86 years ago.
7166,2,Take the trouble to block WiFi poachers,"If you have wireless Internet access at home, your next-door neighbor could have it as well, without paying for it. He can just use yours. No problem if he's just shopping on Amazon.com or e-mailing Grandma. But what if he's sending spam messages or downloading kiddie porn?"
7167,1,Zook wary of hook,"Bad weeks happen to everybody. But Florida coach Ron Zook can retire the award for the season. All that happened to Zook, who had to endure the sting of a fireronzook.com website in his first season replacing Steve Spurrier as Gators coach, was a confrontation in a fraternity house, a lukewarm vote of confidence by the school president, and a ..."
7168,1,Gunners cry foul,London - Arsenal #39;s fury at Manchester United #39;s 2-0 win in the English Premiership on Sunday spilled over into the papers on Monday with the Gunners #39; manager Arsene Wenger #39;s claiming they had been cheated.
7169,1,"Fumbles, stumbles lead Colts to tumble","With so much on the line in front of a sold-out, lathered-up RCA Dome crowd Sunday, the Indianapolis Colts simply seized up. They emerged from their bye week not looking anything like the "
7170,0,Kurds say changes merely gesture by Turkey for EU,"ILICA, Turkey -- For the past nine years, Osman Acar, his two wives, and 22 children have spent most nights inside an 18-by-15-foot tent pitched outside this remote village in the mountains separating Turkey from Iraq."
7171,0,Norwegian oil production faces paralysis after lock-out threat (AFP),AFP - Norway's oil production faces a crisis in mid-November with a threat by oil sector groups to stage a lock-out to end industrial action which has weighed on the industry since July.
7172,3,Fake email targets Red Hat Linux,LINUX distributor Red Hat has warned about an email scam designed to lure users of its open source software to download a fake update.
7173,1,"GAME 6: DETROIT 28, NY GIANTS 13","First score: Lions, on an 18-yard touchdown pass from quarterback Joey Harrington to wide receiver Roy Williams in the first quarter."
7174,2,E.U. Set To Lift Sanctions For Now,"European Union has decided to lift, at least temporarily, sanctions imposed on U.S. goods since Congress enacted sweeping changes in corporate tax law earlier this month."
7175,0,Is the End Nigh for Opel?,"As restructuring talks continue, Opel #39;s works council and US parent company General Motors are considering a possible merger of GM #39;s European subsidiaries."
7176,2,"Yahoo, Adobe team up on new Web services",Yahoo Inc. and Adobe Systems Inc. have joined forces to tap each others #39; customers and put Web search features into Adobe #39;s popular Acrobat Reader software.
7177,3,TI says chip will allow TV on cell phones,Texas Instruments says it has developed a computer chip that will let television fans watch their favorite shows on cellular phones.
7178,0,"Japan Quake Survivors Face Rain, Aftershocks"," OJIYA, Japan (Reuters) - Thousands of weary survivors of  Japan's deadliest earthquake in a decade prepared for a third  tense night in makeshift shelters and outside as rain  threatened and aftershocks raised fears of another big tremor."
7179,2,Warner Chilcott gets 837p approach,Northern Ireland drug company Warner Chilcott says it has received a takeover approach at a price of 837p per share. This would value the company at more than 1.
